j,eta
14.302108571863872,-3.0214061365703446
14.288033662927395,-3.01906525982866
14.273958820746106,-3.016723285677744
14.25988404550192,-3.0143802118279828
14.245809337377603,-3.0120360359807705
14.231734696556774,-3.009690755828489
14.217660123223919,-3.007344369054433
14.203585617564386,-3.0049968733327534
14.1895111797644,-3.002648266328417
14.175436810011067,-3.0002985456971403
14.161362508492376,-2.9979477090853472
14.147288275397207,-2.995595754130099
14.13321411091534,-2.993242678459044
14.119140015237459,-2.9908884796903705
14.105065988555157,-2.988533155432731
14.090992031060946,-2.986176703285204
14.076918142948255,-2.983819120837226
14.062844324411449,-2.981460405668534
14.048770575645827,-2.9791005553491092
14.034696896847628,-2.976739567439117
14.020623288214042,-2.9743774394888463
14.006549749943215,-2.9720141690386472
13.992476282234254,-2.969649753618882
13.978402885287235,-2.9672841907498495
13.964329559303211,-2.964917477941727
13.950256304484217,-2.9625496126945157
13.93618312103328,-2.9601805924979723
13.92211000915442,-2.9578104148315396
13.908036969052665,-2.9554390771643004
13.893964000934053,-2.95306657695489
13.879891105005639,-2.950692911651457
13.865818281475505,-2.9483180786915755
13.851745530552765,-2.9459420755021917
13.837672852447577,-2.9435648994995556
13.823600247371141,-2.9411865480891497
13.809527715535719,-2.938807018665623
13.795455257154632,-2.9364263086127353
13.781382872442277,-2.9340444153032594
13.767310561614124,-2.9316613360989514
13.753238324886732,-2.9292770683504457
13.739166162477758,-2.9268916093971957
13.725094074605959,-2.9245049565674157
13.711022061491201,-2.922117107177992
13.696950123354474,-2.919728058534418
13.682878260417892,-2.917337807930726
13.668806472904706,-2.9149463526494053
13.654734761039311,-2.912553689961325
13.640663125047254,-2.9101598171256753
13.626591565155246,-2.9077647313898733
13.612520081591168,-2.905368429989499
13.598448674584077,-2.9029709101482157
13.584377344364219,-2.900572169077697
13.570306091163038,-2.898172203977533
13.556234915213185,-2.895771012035167
13.542163816748522,-2.8933685904258093
13.528092796004138,-2.8909649363123617
13.514021853216356,-2.888560046845329
13.49995098862274,-2.8861539191627483
13.485880202462107,-2.883746550390091
13.47180949497454,-2.8813379376401946
13.457738866401389,-2.8789280780131667
13.443668316985287,-2.8765169685963183
13.42959784697016,-2.8741046064640483
13.415527456601234,-2.8716909886777957
13.401457146125049,-2.8692761122859154
13.387386915789465,-2.8668599743236216
13.373316765843676,-2.8644425718128734
13.359246696538216,-2.862023901762299
13.345176708124976,-2.859603961167109
13.331106800857208,-2.8571827470089968
13.317036974989541,-2.8547602562560512
13.30296723077799,-2.8523364858626605
13.288897568479962,-2.8499114327694235
13.274827988354279,-2.8474850939030496
13.260758490661175,-2.845057466176268
13.246689075662319,-2.8426285464877306
13.232619743620821,-2.840198331721914
13.218550494801246,-2.8377668187490213
13.20448132946962,-2.8353340044248876
13.190412247893452,-2.8328998855908694
13.176343250341732,-2.830464459073751
13.162274337084959,-2.828027721685657
13.14820550839514,-2.82558967022391
13.134136764545811,-2.8231503014709816
13.120068105812045,-2.820709612194336
13.105999532470467,-2.818267599146354
13.091931044799262,-2.8158242590642213
13.077862643078197,-2.8133795886698194
13.063794327588626,-2.8109335846696153
13.049726098613506,-2.808486243754548
13.03565795643741,-2.8060375625999217
13.02158990134654,-2.8035875378653117
13.007521933628743,-2.801136166194415
12.993454053573524,-2.798683444214966
12.979386261472056,-2.7962293685386026
12.9653185576172,-2.7937739357607736
12.951250942303515,-2.7913171424605943
12.937183415827276,-2.788858985200736
12.923115978486484,-2.7863994605273263
12.909048630580886,-2.7839385649697967
12.894981372411984,-2.7814762950407887
12.880914204283057,-2.7790126472359997
12.86684712649917,-2.776547618034098
12.852780139367193,-2.774081203896558
12.838713243195816,-2.7716134012675613
12.824646438295565,-2.7691442065738534
12.810579724978815,-2.7666736162246197
12.796513103559814,-2.764201626611347
12.782446574354688,-2.761728234107712
12.768380137681467,-2.7592534350694193
12.754313793860097,-2.7567772258340826
12.740247543212462,-2.754299602721095
12.726181386062391,-2.751820562031473
12.712115322735688,-2.7493401000477258
12.698049353560139,-2.746858213033733
12.683983478865537,-2.74437489723456
12.669917698983697,-2.741890148876357
12.655852014248474,-2.7394039641661916
12.64178642499578,-2.7369163392919136
12.627720931563607,-2.7344272704219907
12.61365553429204,-2.7319367537053774
12.599590233523282,-2.729444785271355
12.585525029601671,-2.7269513612293754
12.571459922873698,-2.7244564776689186
12.557394913688029,-2.7219601306593164
12.543330002395521,-2.719462316249628
12.529265189349248,-2.716963030468438
12.51520047490452,-2.7144622693237404
12.501135859418898,-2.711960028802735
12.487071343252225,-2.7094563048716918
12.47300692676664,-2.706951093475768
12.4589426103266,-2.704444390538855
12.444878394298906,-2.7019361919633944
12.43081427905272,-2.6994264936302055
12.41675026495959,-2.696915291398342
12.402686352393477,-2.694402581104866
12.388622541730767,-2.691888358564713
12.374558833350305,-2.689372619570489
12.360495227633413,-2.68685535989231
12.346431724963917,-2.6843365752775914
12.332368325728167,-2.681816261450893
12.318305030315065,-2.6792944141137043
12.304241839116088,-2.676771028944272
12.290178752525316,-2.6742461015974035
12.276115770939453,-2.671719627704273
12.262052894757856,-2.669191602872228
12.247990124382559,-2.666662022684586
12.2339274602183,-2.6641308827004497
12.219864902672553,-2.6615981784544656
12.205802452155545,-2.65906390545668
12.191740109080293,-2.6565280591922766
12.177677873862626,-2.653990635121383
12.163615746921215,-2.651451628678878
12.149553728677603,-2.6489110352741676
12.135491819556231,-2.646368850290944
12.121430019984473,-2.643825069087001
12.10736833039266,-2.641279686993988
12.093306751214111,-2.6387326993171967
12.079245282885168,-2.6361841013353433
12.06518392584522,-2.6336338883003108
12.051122680536743,-2.6310820554369405
12.037061547405326,-2.628528597942774
12.023000526899704,-2.625973510987864
12.008939619471793,-2.6234167897144625
11.99487882557672,-2.6208584292368347
11.98081814567286,-2.6182984246409897
11.966757580221868,-2.6157367709844213
11.952697129688717,-2.613173463295878
11.938636794541729,-2.610608496575098
11.924576575252614,-2.608041865792538
11.9105164722965,-2.6054735658891333
11.896456486151981,-2.602903591776003
11.882396617301145,-2.6003319383342225
11.868336866229612,-2.5977586004145174
11.854277233426577,-2.595183572836997
11.840217719384848,-2.5926068503908875
11.82615832460088,-2.5900284278342314
11.812099049574824,-2.58744829989362
11.79803989481056,-2.5848664612639043
11.783980860815738,-2.582282906607877
11.76992194810183,-2.5796976305560126
11.75586315718416,-2.5771106277061318
11.741804488581954,-2.574521892623128
11.72774594281838,-2.5719314198386427
11.713687520420597,-2.5693392038507583
11.699629221919796,-2.5667452391236827
11.685571047851248,-2.56414952008743
11.671512998754107,-2.5615520411413173
11.657455075172422,-2.5589527966383905
11.643397277653744,-2.5563517809079066
11.629339606750131,-2.553748988239824
11.61528206301796,-2.5511444128882457
11.601224647017974,-2.548538049071076
11.587167359315341,-2.545929890969668
11.573110200479695,-2.543319932728471
11.559053171085196,-2.5407081684546706
11.544996271710582,-2.5380945922178246
11.53093950293922,-2.5354791980494977
11.516882865359161,-2.5328619799428798
11.502826359563203,-2.5302429318524173
11.48876998614894,-2.5276220476934217
11.474713745718821,-2.524999321341684
11.460657638880214,-2.5223747466330813
11.446601666245458,-2.5197483173631747
11.43254582843193,-2.517120027286805
11.418490126062101,-2.5144898701176834
11.404434559763603,-2.511857839527973
11.390379130169288,-2.5092239291478693
11.3763238379173,-2.5065881325651707
11.362268683651132,-2.5039504433248445
11.348213668019701,-2.5013108549285885
11.334158791677408,-2.498669360834381
11.320104055284212,-2.496025954456035
11.306049459505699,-2.4933806291627323
11.291995005013154,-2.4907333782785632
11.277940692483632,-2.488084195082054
11.263886522600036,-2.4854330728056837
11.249832496051184,-2.482780004635404
11.235778613531894,-2.480124983710145
11.221724875743057,-2.4774680031213143
11.207671283391717,-2.474809055912291
11.193617837191153,-2.4721481350779104
11.17956453786096,-2.4694852335639434
11.16551138612713,-2.4668203442665666
11.151458382722142,-2.4641534600318242
11.137405528385042,-2.461484573655083
11.123352823861534,-2.458813677880478
11.109300269904072,-2.456140765400353
11.095247867271945,-2.4534658288546884
11.08119561673138,-2.4507888608305217
11.067143519055621,-2.448109853861362
11.05309157502504,-2.445428800426594
11.039039785427226,-2.4427456929508686
11.024988151057089,-2.4400605238034925
11.010936672716959,-2.437373285297799
10.996885351216688,-2.4346839696905196
10.982834187373763,-2.431992569181137
10.968783182013405,-2.429299075911229
10.954732335968682,-2.4266034819638116
10.94068165008062,-2.4239057793626553
10.926631125198316,-2.421205960071607
