r,v,eta,stable
0.044237362856358375,-2.5612914668619777,-7.632002257565526,true
0.04424883936677945,-2.558351700462762,-7.618013732762666,true
0.044260555274475394,-2.555408735762889,-7.604025544314432,true
0.04427251247482688,-2.552462557552649,-7.590037694199152,true
0.04428471287989738,-2.5495131505051947,-7.576050184412947,true
0.04429715841847472,-2.5465604991757704,-7.562063016969889,true
0.04430985103655609,-2.5436045879998597,-7.548076193902288,true
0.04432279269731818,-2.5406454012923017,-7.5340897172608665,true
0.04433598538140957,-2.5376829232457965,-7.5201035891150045,true
0.04434943108718109,-2.534717137929387,-7.50611781155299,true
0.044363131830909404,-2.5317480292874315,-7.492132386682217,true
0.044377089646928124,-2.5287755811381323,-7.478147316629432,true
0.044391306587925505,-2.5257997771718994,-7.464162603541002,true
0.044405784725170344,-2.5228206009502023,-7.450178249583129,true
0.04442052614880195,-2.5198380359037897,-7.4361942569421355,true
0.04443553296774792,-2.5168520653320865,-7.4222106278246285,true
0.044450807310498754,-2.5138626724001902,-7.4082273644579155,true
0.04446635132472734,-2.5108698401393186,-7.394244469090057,true
0.04448216717809899,-2.5078735514432875,-7.380261943990349,true
0.044498257058208125,-2.5048737890682773,-7.366279791449447,true
0.04451462317285511,-2.5018705356307787,-7.352298013779695,true
0.04453126775027638,-2.498863773606421,-7.3383166133153575,true
0.04454819303950537,-2.4958534853278223,-7.32433559241296,true
0.04456540131065911,-2.4928396529830943,-7.310354953451559,true
0.04458289485508812,-2.4898222586141134,-7.296374698833041,true
0.044600675985578805,-2.4868012841153693,-7.282394830982365,true
0.044618747037019686,-2.4837767112313647,-7.2684153523479536,true
0.04463711036611475,-2.480748521555649,-7.254436265401923,true
0.04465576835204326,-2.477716696528975,-7.240457572640395,true
0.044674723396813235,-2.474681217436359,-7.2264792765839445,true
0.044693977925291735,-2.471642065406961,-7.212501379777736,true
0.04471353438554901,-2.4685992214113743,-7.198523884791941,true
0.04473339524934926,-2.465552666259407,-7.184546794222113,true
0.044753563012339584,-2.4625023805987087,-7.170570110689464,true
0.04477404019481795,-2.4594483449093003,-7.156593836841602,true
0.04479482933999325,-2.4563905395156347,-7.142617975351337,true
0.04481593301759087,-2.4533289445631317,-7.128642528919395,true
0.044837353821933844,-2.4502635400305985,-7.114667500273195,true
0.04485909437284918,-2.447194305724529,-7.10069289216762,true
0.04488115731601021,-2.4441212212770074,-7.086718707385387,true
0.044903545323271774,-2.4410442661436096,-7.07274494873743,true
0.044926261093036574,-2.437963419601188,-7.058771619063293,true
0.0449493073505969,-2.43487866074573,-7.044798721231519,true
0.044972686848512924,-2.431789968490088,-7.030826258140058,true
0.04499640236697066,-2.428697321561731,-7.016854232716673,true
0.04502045671416573,-2.4256006985004386,-7.002882647919356,true
0.04504485272668372,-2.4225000776559464,-6.9889115067367555,true
0.04506959326988672,-2.4193954371855892,-6.974940812188604,true
0.045094681238310716,-2.416286755051871,-6.960970567326158,true
0.04512011955606835,-2.413174009020009,-6.94700077523265,true
0.04514591117725873,-2.4100571766554424,-6.9330314390237335,true
0.04517205908638393,-2.406936235321289,-6.919062561847957,true
0.045198566298770095,-2.4038111621757725,-6.905094146887227,true
0.04522543586100615,-2.4006819341695866,-6.891126197357295,true
0.04525267085137125,-2.397548528043253,-6.877158716508239,true
0.04528027438029081,-2.3944109203243933,-6.863191707624969,true
0.04530824959079036,-2.3912690873249733,-6.849225174027729,true
0.04533659965895239,-2.388123005138515,-6.835259119072615,true
0.04536532779438665,-2.3849726496372528,-6.821293546152097,true
0.045394437240725304,-2.381817996469193,-6.807328458695564,true
0.04542393127608821,-2.3786590210552263,-6.79336386016986,true
0.045453813213592535,-2.3754956985861044,-6.779399754079844,true
0.04548408640185872,-2.372328004019387,-6.765436143968954,true
0.04551475422551947,-2.3691559120763523,-6.75147303341979,true
0.045545820105749674,-2.365979397238846,-6.737510426054693,true
0.045577287500793866,-2.3627984337460735,-6.72354832553635,true
0.04560915990651976,-2.3596129955913185,-6.709586735568403,true
0.045641440856956594,-2.356423056518668,-6.695625659896069,true
0.045674133924879096,-2.3532285900195693,-6.68166510230678,true
0.04570724272235831,-2.350029569329469,-6.66770506663082,true
0.04574077090136759,-2.346825967424249,-6.653745556741992,true
0.04577472215436898,-2.3436177570166974,-6.639786576558288,true
0.04580910021491892,-2.340404910552889,-6.62582813004257,true
0.045843908858286986,-2.337187400208497,-6.6118702212032705,true
0.045879151902091485,-2.333965197885019,-6.597912854095107,true
0.0459148332069398,-2.330738275205974,-6.583956032819803,true
0.04595095667708192,-2.327506603513008,-6.569999761526833,true
0.04598752626106738,-2.3242701538619563,-6.5560440444141745,true
0.0460245459524457,-2.3210288970187607,-6.54208888572908,true
0.0460620197904457,-2.3177828034553976,-6.528134289768864,true
0.0460999518606834,-2.3145318433456943,-6.514180260881701,true
0.04613834629588035,-2.311275986561074,-6.500226803467446,true
0.04617720727660592,-2.3080152026661906,-6.48627392197847,true
0.046216539032017945,-2.3047494609145454,-6.472321620920509,true
0.04625634584063209,-2.301478730243948,-6.4583699048535355,true
0.04629663203108558,-2.298202979271991,-6.444418778392641,true
0.04633740198295408,-2.29492217629131,-6.430468246208949,true
0.04637866012754417,-2.2916362892648663,-6.416518313030533,true
0.04642041094872705,-2.2883452858210744,-6.402568983643364,true
0.0464626589837746,-2.285049133248877,-6.388620262892269,true
0.0465054088242215,-2.2817477984927126,-6.374672155681919,true
0.04654866511674849,-2.2784412481473426,-6.360724666977833,true
0.04659243256406099,-2.2751294484526823,-6.346777801807399,true
0.04663671592582396,-2.271812365288384,-6.332831565260929,true
0.046681520019573285,-2.268489964168475,-6.3188859624927245,true
0.04672684972167298,-2.2651622102357827,-6.304940998722167,true
0.046772709968294704,-2.2618290682562536,-6.290996679234844,true
0.04681910575639678,-2.25849050261323,-6.277053009383681,true
0.046866042144736775,-2.2551464773015515,-6.263109994590109,true
0.04691352425490934,-2.251796955921557,-6.24916764034526,true
0.0469615572723945,-2.248441901672976,-6.235225952211181,true
0.047010146447641094,-2.245081277348669,-6.221284935822081,true
0.04705929709715468,-2.2417150453282906,-6.2073445968856005,true
0.04710901460463041,-2.2383431675717755,-6.193404941184114,true
0.04715930442209827,-2.2349656056127056,-6.179465974576061,true
0.047210172071083356,-2.2315823205515812,-6.165527702997302,true
0.047261623143819056,-2.22819327304887,-6.151590132462513,true
0.04731366330445884,-2.2247984233179974,-6.137653269066605,true
0.04736629829032154,-2.2213977311181607,-6.123717118986179,true
0.047419533913183584,-2.217991155746951,-6.109781688481018,true
0.04747337606056233,-2.2145786560329115,-6.0958469838956,true
0.04752783069706829,-2.2111601903278393,-6.081913011660667,true
0.04758290386575141,-2.207735716499011,-6.0679797782948075,true
0.04763860168951375,-2.2043051919211543,-6.0540472904061,true
0.047694930372508285,-2.200868573468368,-6.040115554693768,true
0.04775189620161939,-2.1974258175057315,-6.026184577949904,true
0.04780950554793625,-2.193976879880843,-6.012254367061206,true
0.047867764868286394,-2.1905217159151005,-5.998324929010779,true
0.04792668070677511,-2.187060280394887,-5.984396270879957,true
0.04798625969640583,-2.1835925275624097,-5.970468399850195,true
0.04804650856068665,-2.1801184111065037,-5.956541323204983,true
0.04810743411530951,-2.1766378841531333,-5.942615048331819,true
0.048169043269854245,-2.1731508992556963,-5.92868958272423,true
0.0482313430295305,-2.1696574083851514,-5.914764933983836,true
0.048294340496972954,-2.1661573629198703,-5.900841109822472,true
0.048358042874060495,-2.1626507136353053,-5.886918118064359,true
0.04842245746379981,-2.159137410693391,-5.872995966648332,true
0.04848759167223381,-2.1556174036317346,-5.859074663630117,true
0.04855345301040208,-2.1520906413525536,-5.845154217184675,true
0.04862004909636989,-2.1485570721112928,-5.831234635608601,true
0.04868738765725776,-2.1450166435051257,-5.817315927322576,true
0.04875547653137196,-2.1414693024610303,-5.8033981008739,true
0.04882432367036079,-2.1379149952236647,-5.789481164939073,true
0.04889393714141678,-2.134353667342992,-5.77556512832645,true
0.04896432512956106,-2.1307852636614983,-5.761649999978969,true
0.0490354959399494,-2.1272097283012634,-5.747735788976938,true
0.04910745800026416,-2.1236270046505754,-5.733822504540908,true
0.04918021986315572,-2.1200370353503173,-5.719910156034618,true
0.04925379020873538,-2.1164397622799997,-5.705998752968013,true
0.04932817784716001,-2.112835126543426,-5.692088305000353,true
0.049403391721234424,-2.10922306845409,-5.67817882194339,true
0.049479440909136696,-2.1056035275201146,-5.664270313764647,true
0.04955633462717494,-2.101976442428863,-5.6503627905907825,true
0.049634082232619496,-2.0983417510312257,-5.6364562627110315,true
0.04971269322662306,-2.0946993903254216,-5.622550740580764,true
0.0497921772572083,-2.0910492964404512,-5.608646234825126,true
0.049872544122333,-2.087391404619114,-5.594742756242787,true
0.04995380377304248,-2.0837256492005953,-5.580840315809794,true
0.05003596631669006,-2.080051963602655,-5.566938924683526,true
0.050119042020272814,-2.076370280303246,-5.553038594206774,true
0.050203041313816456,-2.0726805308218204,-5.539139335911922,true
0.050287974793889065,-2.0689826457000193,-5.525241161525252,true
0.0503738532271867,-2.0652765544819203,-5.511344082971382,true
0.05046068755423231,-2.0615621856937363,-5.497448112377823,true
0.05054848889315377,-2.0578394668230446,-5.483553262079666,true
0.05063726854360386,-2.054108324297355,-5.469659544624419,true
0.050727037990740444,-2.0503686834622386,-5.455766972776972,true
0.05081780890935973,-2.0466204685587543,-5.441875559524719,true
0.050909593168126634,-2.0428636027003346,-5.427985318082826,true
0.05100240283391549,-2.0390980078490486,-5.4140962618996635,true
